token	token_ids	count
rainfall	10101	48
rains	15811	4
rainy	16373	1
raise	5333	4
raised	2992	18
raises	13275	3
raising	6274	4
rallied	24356	2
rally	8320	2
ram	8223	15
rampant	25883	1
ramps	24943	1
ran	2743	19
random	6721	1
rang	8369	3
range	2846	55
ranged	15844	4
ranges	8483	4
ranging	7478	5
rank	4635	4
ranked	4396	24
ranking	5464	4
rankings	10385	5
ranks	6938	6
rapid	5915	11
rapidly	5901	18
rare	4678	2
rarely	6524	9
rate	3446	18
rated	6758	3
rates	6165	2
rather	2738	42
ratification	27369	1
ratified	17673	1
rating	5790	5
ratings	8599	2
ratio	6463	4
rational	11581	1
rations	29559	2
rattle	23114	1
rattled	19252	1
ravaged	25537	1
ravine	23188	2
raw	6315	41
ray	4097	7
rbi	16929	1
re	2128	48
reach	3362	22
reached	2584	66
reaches	6561	2
reaching	4285	16
react	10509	1
reacted	14831	1
reaction	4668	10
reactions	9597	5
reactivated	28577	3
reacts	27325	2
read	3191	9
reader	8068	3
readers	8141	5
readily	12192	2
readiness	19822	2
reading	3752	2
readings	15324	1
reads	9631	4
ready	3201	6
real	2613	20
realises	25924	3
realising	27504	1
realistic	12689	8
reality	4507	5
realize	5382	1
realized	3651	9
realizes	10919	3
realizing	9301	3
really	2428	19
rear	4373	29
reason	3114	11
reasonable	9608	1
reasoned	24557	1
reasoning	13384	1
reasons	4436	7
reassigned	18026	1
reassured	26350	1
rebel	8443	7
rebelled	25183	1
rebellion	7417	17
rebellious	22614	1
rebels	8431	5
rebirth	22785	1
reborn	24910	2
rebound	27755	2
rebounds	11049	1
rebuild	14591	1
rebuilt	7183	10
recall	9131	2
recalled	7383	9
recalls	17722	1
recapture	27639	2
recaptured	23838	1
receive	4374	4
received	2363	73
receiver	8393	1
receives	8267	4
receiving	4909	13
recent	3522	19
recently	3728	11
reception	7684	1
receptions	16466	5
recipients	15991	1
reckless	18555	1
reclaimed	23119	2
reclamation	27389	2
recognise	17614	1
recognised	7843	10
recognition	5038	6
recognize	6807	2
recognized	3858	13
recognizing	14622	1
recoil	27429	1
recommendation	12832	1
recommendations	11433	2
recommended	6749	9
reconcile	21063	1
reconciliation	16088	1
reconnaissance	8967	27
reconstructed	14858	3
reconstruction	8735	7
record	2501	78
recorded	2680	23
recording	3405	14
recordings	5633	2
records	2636	28
recover	8980	4
recovered	6757	13
recovery	7233	1
recreated	29414	1
recreation	8640	1
recruit	13024	4
recruited	8733	5
recruiting	14357	2
recruitment	15680	2
recruits	15024	2
rectangular	10806	3
recurring	10694	5
recycled	22207	1
recycling	17874	1
redemption	18434	4
redesignated	11836	1
redesigned	17051	3
redeveloped	28053	2
reduce	5547	7
reduced	4359	16
reduces	13416	1
reducing	8161	5
reduction	7312	3
reelection	17648	2
reeling	28515	1
ref	25416	1
refer	6523	4
referee	5330	5
referees	25118	1
reference	4431	10
referenced	14964	2
references	7604	10
referencing	28789	1
referred	3615	20
referring	7727	5
refers	5218	11
refined	15514	2
refinery	21034	2
reflect	8339	8
reflected	7686	4
reflection	9185	1
reflections	16055	1
reflective	21346	1
reflects	11138	4
reformation	13708	1
reformed	9114	2
reforming	29455	1
reforms	8818	1
refrigerator	18097	1
refueling	23026	7
refuge	9277	6
refugees	8711	2
refuse	10214	2
refused	4188	18
refuses	10220	6
regain	12452	2
regained	11842	3
regard	7634	4
regarded	5240	12
regarding	4953	3
regardless	7539	5
regards	12362	3
regent	11315	1
regime	6939	4
regimental	17604	25
region	2555	40
regional	3164	13
regions	4655	15
register	4236	3
registered	5068	7
registers	18687	1
registration	8819	8
regret	9038	2
regular	3180	17
regularly	5570	4
regulated	12222	1
regulations	7040	1
regulatory	10738	1
rehabilitation	11252	4
rehearsals	24760	2
reign	5853	30
reigned	21236	1
reigns	23481	12
reinforce	19444	2
reinforced	11013	5
reinforcement	23895	3
reinforcements	14214	11
reinstated	18671	2
reissued	14805	1
reiterated	28960	2
rejected	5837	7
rejection	13893	3
rejects	19164	3
rejoin	25261	1
rejoined	14311	4
related	3141	13
relates	14623	1
relating	8800	4
relations	4262	9
relationship	3276	16
relationships	6550	3
relative	5816	10
relatively	4659	17
relatives	9064	8
relay	8846	1
release	2713	37
released	2207	92
releases	7085	4
releasing	8287	6
relevance	21923	1
relevant	7882	1
reliability	15258	1
reliable	10539	2
reliance	17975	1
relied	13538	6
relief	4335	18
relies	16803	2
relieve	15804	1
relieved	7653	4
religion	4676	2
religions	11822	3
religious	3412	15
relinquished	26566	1
relocate	20102	1
relocated	7448	5
reluctance	21662	1
reluctant	11542	3
reluctantly	11206	3
rely	11160	4
remain	3961	14
remainder	6893	11
remained	2815	62
remaining	3588	34
remains	3464	27
remark	17674	1
remarkable	9487	5
remarkably	17431	2
remarked	10783	6
remarks	12629	5
remarried	19316	1
remastered	19484	1
rematch	18229	9
remember	3342	2
remembered	4622	3
remind	10825	1
reminded	6966	1
reminder	14764	2
reminding	15906	1
reminds	15537	1
reminiscent	14563	3
remnants	11270	14
remodeled	27170	1
remorse	23124	1
remote	6556	4
removal	8208	4
remove	6366	2
removed	3718	34
removes	20362	1
removing	9268	1
renal	25125	1
renamed	4096	11
rendered	10155	4
rendering	14259	1
rendezvous	20558	1
rendition	19187	1
renew	20687	2
renewal	14524	4
renewed	9100	3
renovated	10601	2
renovation	10525	2
renovations	15576	1
rent	9278	1
rental	12635	4
rented	12524	1
renumbered	27855	1
reorganisation	24934	1
reorganization	17118	1
repair	7192	5
repaired	13671	2
repairs	10315	5
repay	24565	1
repeal	21825	1
repeat	9377	1
repeated	5567	2
repeatedly	8385	6
repeating	15192	2
repeats	17993	1
repertoire	13646	1
repetition	23318	2
repetitive	23563	2
replace	5672	10
replaced	2999	43
replacement	6110	13
replacing	6419	8
replica	15059	14
replied	3880	6
replies	14054	3
reply	7514	1
report	3189	29
reported	2988	40
reportedly	7283	6
reporters	12060	1
reporting	7316	3
reports	4311	14
repository	22409	1
represent	5050	23
representation	6630	2
representations	15066	2
representative	4387	9
representatives	4505	7
represented	3421	15
representing	5052	7
represents	5836	7
repression	22422	4
reprised	22598	2
reproduce	21376	1
reproduced	22296	5
reproductive	15124	1
reptiles	20978	8
republished	24476	1
repulsed	24571	8
reputation	5891	8
request	5227	17
requested	7303	19
requesting	17942	5
requests	11186	3
require	5478	6
required	3223	35
requirement	9095	1
requirements	5918	2
requires	5942	2
requiring	9034	4
rescue	5343	6
rescued	10148	6
rescuing	23659	1
research	2470	6
researched	18800	1
resemblance	14062	4
resemble	13014	3
resembled	15881	3
resembles	12950	2
resembling	15525	2
reservations	17829	1
reserve	3914	22
reserved	9235	4
reserves	8269	7
reservoirs	22535	1
reside	13960	2
residence	5039	6
residences	14094	1
resident	6319	3
residential	5647	15
residents	3901	26
resides	11665	1
resign	12897	1
resignation	8172	1
resigned	5295	8
resin	24604	3
resist	9507	3
resistance	5012	10
resistant	13070	1
resisted	13335	3
resolution	5813	8
resolve	10663	3
resolved	10395	4
resonance	17011	2
resources	4219	6
respect	4847	4
respected	9768	5
respective	7972	5
respectively	4414	16
respects	17475	3
respond	6869	2
responded	5838	13
responding	14120	3
response	3433	14
responses	10960	1
responsibilities	10198	6
responsibility	5368	12
responsible	3625	39
rest	2717	34
restarted	25606	1
restaurant	4825	3
restaurants	7884	2
restoration	6418	5
restore	9239	6
restored	5854	8
restoring	16487	2
restraining	28285	1
restricted	7775	2
restrictions	9259	2
restructuring	18322	2
rests	16626	3
result	2765	58
resulted	4504	28
resulting	4525	21
results	3463	2
resume	13746	4
resumed	7943	8
resurgence	26303	2
resurrected	23053	1
retailers	16629	1
retain	9279	8
retained	6025	17
retaining	12823	8
retains	14567	1
retaliation	18695	2
retention	20125	1
retire	11036	2
retired	3394	14
retirement	5075	4
retiring	9150	4
retreat	7822	8
retreated	11672	3
retreating	17512	4
retribution	25928	2
retrieved	5140	2
retrospective	15354	2
return	2709	67
returned	2513	56
returning	4192	18
returns	5651	14
reunification	28044	1
reunited	11653	1
reused	26513	1
reveal	7487	6
revealed	3936	11
revealing	8669	5
reveals	7657	10
revelation	11449	3
revenge	7195	3
revenue	6599	5
revenues	12594	1
revered	23886	1
reverse	7901	3
reversed	11674	5
review	3319	20
reviewed	8182	1
reviewer	12027	10
reviewers	15814	9
reviewing	15252	1
reviews	4391	12
revised	8001	7
revisions	24699	2
revival	6308	5
revive	17995	2
revived	10570	4
revolt	10073	14
revolution	4329	8
revolutionary	6208	8
revolutions	25239	1
revolving	24135	2
reward	10377	3
rewarded	14610	2
rewards	19054	2
reworked	27575	7
rhetoric	17871	2
rhyme	20622	2
rhythm	6348	5
ri	15544	2
rib	19395	2
ribs	10335	6
rican	13641	1
rice	5785	3
rich	4138	2
riches	26768	1
richest	18429	1
rid	9436	2
ridden	15230	1
ride	4536	3
riders	8195	1
rides	12271	2
ridge	5526	36
ridges	16386	4
riding	5559	3
riff	24808	1
rifle	5883	3
rifles	9494	4
rift	16931	1
rig	19838	4
rigged	25216	1
right	2157	45
rights	2916	14
rigorous	20001	1
rim	11418	10
ring	3614	18
rings	7635	2
riot	11421	3
riots	12925	4
rise	4125	14
rising	4803	5
risk	3891	8
risky	19188	1
rite	14034	1
ritual	8887	2
rituals	13549	1
rival	6538	5
rivalry	10685	9
rivals	9169	9
rivers	5485	5
riverside	12497	1
road	2346	149
roads	4925	21
roadway	18799	1
robot	8957	1
robotic	20478	1
robust	15873	3
rocket	7596	2
rocks	5749	5
rocky	6857	3
rod	8473	1
rodents	28156	1
role	2535	57
roles	4395	10
roll	4897	8
rolled	4565	3
roller	11220	1
rolling	5291	4
rollins	23502	8
roman	3142	49
romance	7472	1
romantic	6298	8
roof	4412	9
roofs	15753	4
rookie	8305	2
room	2282	12
roommate	18328	1
rooms	4734	7
rooted	15685	1
roots	6147	3
rope	8164	2
ropes	14607	2
rose	3123	20
roses	10529	7
roster	9238	9
rosy	26851	1
rotating	13618	2
rotational	25254	1
rough	5931	6
roughly	5560	9
round	2461	54
rounded	8352	10
rounds	6241	19
route	2799	49
routes	5847	7
routine	9410	3
routinely	19974	1
routing	16972	6
row	5216	11
rows	10281	9
royalties	25335	1
royalty	16664	3
rub	14548	2
rubber	8903	2
rubble	17538	1
rudder	24049	1
rugby	4043	2
rugged	17638	2
ruined	9868	2
ruins	8435	2
rule	3627	27
ruled	5451	7
ruler	7786	5
rulers	11117	12
rules	3513	10
ruling	6996	2
rumor	19075	2
rumored	22710	3
rumors	11256	4
rumours	19200	4
run	2448	36
runaway	19050	1
runner	5479	6
runners	7190	2
running	2770	14
runs	3216	21
runway	9271	6
rural	3541	10
ruse	26307	1
rush	5481	3
rushed	6760	3
rushing	8375	1
russian	2845	39
ruthless	18101	1
ry	29431	1
s	1055	34
sabotage	20223	8
sac	17266	1
sacrifices	18502	1
sad	6517	1
safe	3647	5
safely	9689	1
safer	13726	1
safety	3808	3
sage	10878	6
said	2056	113
sail	9498	7
sailed	7434	8
sailing	8354	6
sailors	11279	7
sails	17553	4
saint	3002	9
sake	8739	1
salaries	20566	1
salary	10300	4
sale	5096	1
sales	4341	6
salsa	26509	1
salt	5474	3
salts	23480	1
salvation	12611	4
same	2168	95
sample	7099	3
samples	8168	4
sanctioned	14755	1
sanctuary	8493	2
sand	5472	1
sandstone	11694	4
sandwich	11642	1
sandwiches	22094	2
sandy	7525	9
sang	6369	4
sanitation	18723	1
sank	7569	9
sarcasm	20954	1
sat	2938	1
satellite	5871	22
satire	18312	3
satisfaction	9967	3
satisfactory	23045	1
satisfied	8510	2
satisfy	13225	1
satisfying	17087	3
savanna	22323	1
save	3828	6
saved	5552	4
saves	13169	1
saving	7494	2
saw	2387	45
sawmill	24744	1
saxophone	8283	1
say	2360	9
saying	3038	26
says	2758	25
scale	4094	18
scaled	18953	2
scales	9539	9
scalp	21065	3
scandal	9446	2
scarcely	20071	1
scared	6015	1
scary	12459	2
scattered	7932	9
scenario	11967	2
scene	3496	51
scenes	5019	34
schedule	6134	7
scheduled	5115	12
scheduling	19940	1
scheme	5679	6
schemes	11683	2
scholar	6288	3
scholarly	12683	1
scholars	5784	8
scholarship	6566	3
school	2082	75
schools	2816	22
schooner	21567	1
science	2671	8
scientific	4045	2
scientists	6529	1
scope	9531	5
score	3556	26
scored	3195	7
scorer	10835	2
scores	7644	1
scoring	4577	6
scout	7464	4
scramble	25740	1
scrapped	14553	3
scream	6978	7
screaming	7491	8
screams	11652	1
screen	3898	20
screened	12238	1
screening	11326	3
screenings	25437	1
screenplay	9000	7
screenwriter	11167	3
screw	11224	5
scribe	27789	1
script	5896	33
scripted	22892	1
scripts	14546	2
scrolling	28903	1
sculpted	19921	17
sculptors	28417	5
sculpture	6743	12
sculptures	10801	6
seal	7744	3
sealed	10203	3
sealing	23038	3
seam	25180	1
seamen	28671	1
search	3945	24
searched	9022	2
searches	17193	2
searching	6575	2
seas	11915	8
season	2161	167
seasonal	12348	2
seasoned	28223	2
seasons	3692	19
seat	2835	12
seats	4272	3
second	2117	164
secondary	3905	15
secondly	16378	3
seconds	3823	18
secret	3595	12
secretary	3187	14
section	2930	46
sectional	27197	3
sections	5433	18
sector	4753	20
sectors	11105	1
secular	10644	2
secure	5851	12
secured	7119	5
securing	12329	1
securities	12012	3
security	3036	15
seduction	26962	3
seductive	23182	2
see	2156	39
seed	6534	9
seeded	13916	8
seeds	8079	6
seeing	3773	12
seek	6148	5
seeking	6224	5
seeks	11014	5
seem	4025	10
seemed	2790	11
seemingly	9428	4
seems	3849	5
seen	2464	53
sees	5927	11
segments	9214	2
seize	15126	3
seized	8243	3
seizure	18634	1
seizures	25750	1
seldom	15839	3
select	7276	3
selected	3479	36
selecting	17739	1
selection	4989	12
selective	13228	2
self	2969	25
selfish	14337	1
sell	5271	2
seller	14939	1
selling	4855	6
sells	15187	2
seminal	20603	2
seminars	17239	1
senator	5205	6
senators	10153	6
send	4604	6
sending	6016	3
sends	10255	2
senior	3026	16
sensation	8742	3
sense	3168	15
senses	9456	1
sensible	21082	1
sensitive	7591	3
sensory	16792	1
sent	2741	46
sentenced	7331	2
sentences	11746	1
sentiment	15792	4
sentimental	23069	2
sentiments	23541	1
separate	3584	19
separated	5459	3
separately	10329	2
separates	18600	1
separating	14443	3
separation	8745	2
sequence	5537	16
sequences	10071	6
sequential	25582	2
serb	20180	1
sergeant	6722	7
serial	7642	2
serials	28172	1
series	2186	132
serious	3809	15
seriously	5667	2
servant	7947	2
servants	8858	1
serve	3710	11
served	2366	41
serves	4240	12
service	2326	64
serviced	22858	2
servicemen	26714	3
services	2578	31
serving	3529	9
session	5219	6
sessions	6521	3
set	2275	69
sets	4520	4
setting	4292	25
settings	10906	2
settle	7392	5
settled	3876	8
settlements	7617	1
settling	9853	1
setup	16437	1
seven	2698	43
seventeen	9171	7
seventeenth	15425	1
seventh	5066	14
seventy	10920	1
several	2195	188
severe	5729	17
severed	16574	2
severely	8949	6
sewage	19873	1
sewing	22746	1
sex	3348	12
sexual	4424	10
sexuality	13798	3
sexually	12581	3
shack	22200	1
shadow	5192	3
shadowed	25843	3
shadows	6281	2
shaft	9093	3
shafts	20542	3
shaking	5513	2
shall	4618	1
shallow	8467	6
shape	4338	19
shaped	5044	13
shapes	10466	2
share	3745	10
shared	4207	11
shareholder	18668	1
shares	6661	8
sharing	6631	4
shark	11420	1
sharp	4629	3
sharply	9249	1
shattered	10909	1
she	2016	141
shear	18330	25
sheath	21867	1
shed	8328	3
sheen	20682	3
sheet	7123	4
shells	10986	15
shelter	7713	4
sheltered	18304	1
shelters	17177	3
shields	11824	2
shift	5670	1
shifted	5429	4
shifts	12363	3
shine	12342	1
ship	2911	62
shipbuilding	16802	4
shipment	22613	1
shipments	24636	5
shipped	12057	11
shipping	7829	10
ships	3719	125
shipyard	13858	1
shirt	3797	2
shock	5213	2
shocking	16880	2
shocks	28215	1
shoes	6007	1
shoot	5607	6
shooting	5008	19
shoots	11758	1
shopping	6023	13
shops	7340	4
shore	5370	8
shores	13312	3
short	2460	37
shortage	15843	3
shortages	22623	2
shortened	12641	4
shorter	7820	4
shortly	3859	23
shot	2915	77
shots	7171	10
should	2323	42
shoulder	3244	3
shouted	6626	2
shouting	11273	3
shouts	15701	1
show	2265	78
showcase	13398	2
showcased	22443	2
showed	3662	15
shower	6457	3
showing	4760	15
shown	3491	12
shows	3065	14
shrill	28349	1
shrimp	20130	1
shrub	15751	1
shrubs	18812	2
shut	3844	3
sic	14387	1
sick	5305	2
sickness	15556	1
side	2217	70
sided	11536	3
sides	3903	30
siege	6859	5
sight	4356	6
sighted	19985	1
sights	15925	1
sign	3696	7
signal	4742	4
signaled	22319	1
signals	7755	4
signature	8085	9
signed	2772	35
significance	7784	2
significant	3278	44
significantly	6022	9
signing	6608	6
signs	5751	1
silence	4223	5
silent	4333	2
silk	6953	1
silly	10021	2
silver	3165	6
similar	2714	51
similarities	12319	4
similarity	14402	2
similarly	6660	14
simple	3722	11
simpler	16325	4
simplest	21304	1
simplicity	17839	3
simplified	11038	1
simply	3432	7
simulated	23599	1
simultaneous	17424	1
simultaneously	7453	7
sin	8254	1
since	2144	145
sing	6170	2
singer	3220	10
singers	8453	1
singing	4823	5
single	2309	87
singled	25369	1
singles	3895	12
sings	10955	2
singular	13048	1
sink	7752	3
sinking	10186	5
sinks	23462	1
sister	2905	16
sisters	5208	15
sit	4133	5
sitcom	13130	2
site	2609	36
sites	4573	11
sits	7719	3
sitting	3564	5
situated	4350	3
situation	3663	21
situations	8146	2
six	2416	81
sixteen	7032	7
sixteenth	14683	1
sixth	4369	20
sixty	8442	7
sizable	25908	3
size	2946	27
sized	7451	5
sizes	10826	2
ska	24053	1
skeletal	20415	1
skeleton	13526	3
skeletons	24365	3
sketches	12741	1
ski	8301	1
skill	8066	3
skilled	10571	2
skills	4813	3
skin	3096	7
skinned	19937	2
skirmish	27264	3
skull	7412	28
skulls	21542	13
sky	3712	3
slabs	28761	1
slam	9555	3
slashed	23587	1
slate	12796	2
slated	18517	4
slave	6658	4
slaves	7179	3
slayer	20005	2
sleep	3637	1
sleeper	24372	1
sleeping	5777	2
slender	10944	1
slice	14704	2
slick	13554	1
slide	7358	1
slides	14816	1
slight	7263	5
slightest	15989	1
slightly	3621	30
slip	7540	2
slipped	5707	2
slit	18036	1
slogan	14558	1
slope	9663	4
slopes	10314	5
slow	4030	15
slowed	9784	1
slower	12430	4
slowing	18068	4
slowly	3254	13
slump	28702	1
sly	18230	2
small	2235	99
smaller	3760	27
smallest	10479	6
smart	6047	3
smarter	25670	1
smartphone	26381	1
smash	15132	1
smashed	14368	2
smiles	8451	2
smiling	5629	4
smoke	5610	4
smoking	9422	1
smooth	5744	4
smoothly	15299	1
snapped	5941	3
snatch	23365	2
snatched	14177	1
sniper	17515	1
snow	4586	11
snuck	24492	1
so	2061	117
soaring	23990	1
sob	17540	1
soccer	4715	1
socialism	14649	1
socialist	6102	2
sockets	27540	3
soft	3730	5
soil	5800	2
soils	13622	1
solar	5943	4
sold	2853	26
soldier	5268	9
soldiers	3548	51
sole	7082	6
solely	9578	7
solid	5024	6
solidarity	14657	1
solo	3948	5
solution	5576	6
solve	9611	2
solved	13332	2
solving	13729	1
somali	16831	7
some	2070	214
somebody	8307	2
somehow	5064	2
someone	2619	6
something	2242	20
sometime	8811	1
sometimes	2823	22
somewhat	5399	11
somewhere	4873	2
son	2365	27
song	2299	42
songs	2774	30
songwriter	6009	4
songwriters	20602	1
songwriting	14029	1
sons	4124	8
soon	2574	34
sophisticated	12138	2
sophomore	13758	1
sort	4066	2
sought	4912	23
soul	3969	5
sound	2614	20
sounded	5015	1
sounding	9391	2
sounds	4165	5
soundtrack	6050	9
soundtracks	24245	1
source	3120	15
sources	4216	22
southeast	4643	25
southeastern	8252	9
southern	2670	43
southernmost	21787	2
southward	22161	17
southwest	4943	13
southwestern	8772	3
sovereign	11074	2
sovereignty	12601	1
soviet	3354	14
sp	11867	2
space	2686	14
spacecraft	12076	8
spaced	19835	4
spaces	7258	1
span	8487	3
spanish	3009	53
spanned	18212	1
spanning	13912	1
spans	14798	2
spark	12125	3
sparked	13977	2
sparkling	16619	1
sparse	20288	3
sparsely	24961	2
spawned	18379	12
speak	3713	10
speakers	7492	2
speaking	4092	9
speaks	8847	4
spear	12341	2
spearheaded	27721	1
spec	28699	1
special	2569	53
specialised	17009	1
specialized	7772	4
specially	11974	3
specials	19247	9
species	2427	59
specific	3563	15
specifically	4919	9
specification	12827	2
specimen	11375	1
specimens	9908	10
spectacular	12656	3
spectral	17435	1
speculated	15520	2
speculation	12143	6
speculative	23250	1
sped	16887	2
speech	4613	21
speeches	13867	2
speed	3177	29
speeds	10898	1
spell	6297	1
spelled	11479	1
spend	5247	1
spending	5938	7
spends	15970	2
spent	2985	27
sperm	18047	1
sphere	10336	1
spherical	18970	3
spices	21729	2
spikes	19547	1
spill	14437	1
spin	6714	4
spine	8560	3
spines	20352	1
spirit	4382	7
spirits	8633	1
spiritual	6259	4
splash	17624	1
split	3975	12
splits	19584	1
splitting	14541	1
spoil	27594	1
spoiled	19582	1
spoke	3764	3
spoken	5287	5
spokesman	14056	1
sponsor	10460	1
sponsored	6485	1
sporadic	24590	1
sport	4368	5
sports	2998	37
spot	3962	7
spots	7516	4
spotted	7282	2
spray	12509	1
sprayed	25401	2
spraying	29035	1
spread	3659	14
spreading	9359	1
spring	3500	11
sprinter	19938	1
sprung	22057	1
spurred	22464	1
spying	22624	2
sq	5490	7
squad	4686	6
squadrons	11435	25
squads	20191	6
square	2675	16
squared	19942	2
squares	14320	1
squat	26783	1
stability	9211	5
stabilized	27697	3
stable	6540	9
stadium	3346	18
staffed	21121	3
stage	2754	20
staged	9813	6
stages	5711	14
staggering	26233	1
staging	15308	2
stained	9702	1
stainless	18676	1
staircase	10714	2
stake	8406	4
stakes	7533	4
stalk	23899	1
stall	13498	2
stalled	20659	3
stalls	19753	1
stamps	12133	1
stance	11032	2
stand	3233	6
standalone	26609	1
standard	3115	17
standards	4781	1
standing	3061	7
standings	11869	2
stands	4832	13
starboard	25211	2
staring	4582	2
starred	5652	17
starring	4626	5
stars	3340	12
start	2707	41
started	2318	52
starter	11753	9
starters	29400	6
starting	3225	17
starts	4627	20
starvation	22611	1
state	2110	130
stated	3090	37
statement	4861	5
statements	8635	3
statesman	17689	2
statewide	13486	1
static	10763	3
stating	5517	17
station	2276	24
stationary	17337	1
stationed	8895	5
stations	3703	7
statistical	7778	4
statistics	6747	1
statue	6231	5
statues	11342	5
status	3570	34
stay	2994	7
stayed	4370	8
staying	6595	1
steadily	11328	5
steady	6706	1
steal	8954	2
steals	15539	2
steam	5492	40
steamer	18027	1
steaming	19986	1
steel	3886	41
steep	9561	4
steered	23424	3
steering	9602	5
stem	7872	11
stemming	29217	2
stems	12402	1
step	3357	12
stepfather	21481	1
stepmother	26959	1
stepped	3706	1
stepping	9085	2
steps	4084	8
stereotypes	22807	2
stern	8665	10
steward	17946	1
sticking	13423	1
sticks	12668	1
still	2145	81
stimulated	25194	3
stint	12116	2
stipulated	25729	1
stitches	25343	1
stock	4518	3
stocks	15768	1
stole	10312	2
stomach	4308	1
stone	2962	67
stones	6386	5
stood	2768	12
stop	2644	12
stopped	3030	12
stopping	7458	2
stops	6762	5
storage	5527	7
store	3573	4
stored	8250	1
stores	5324	7
stories	3441	5
storm	4040	166
stormed	16201	1
storms	12642	26
story	2466	39
storyline	9994	9
storytelling	20957	2
stout	18890	1
straight	3442	30
strain	10178	1
strained	12250	4
strains	18859	1
strands	14119	1
strange	4326	5
strangers	12358	1
strap	16195	7
straps	19702	6
strata	22913	1
strategic	6143	11
strategically	23972	2
strategies	9942	4
strategy	5656	8
streak	9039	10
stream	5460	7
streaming	11058	1
streamlined	29445	1
streams	9199	1
street	2395	55
streets	4534	13
strength	3997	28
strengthen	12919	5
strengthened	13949	6
strengthening	16003	8
strengths	20828	4
stress	6911	4
stresses	23253	2
stretch	7683	6
stretched	7121	3
stretches	14082	2
stricken	16654	1
strict	9384	4
strictly	9975	3
strife	27865	2
strike	4894	14
strikeouts	20813	28
strikes	9326	7
striking	8478	8
string	5164	2
strings	7817	1
strip	6167	3
stripes	13560	1
stripped	10040	6
strips	12970	5
stroke	6909	1
strokes	13692	5
strong	2844	63
stronger	6428	6
strongest	10473	9
strongly	6118	14
struck	4930	41
structural	8332	5
structure	3252	23
structures	5090	11
struggle	5998	1
struggled	6915	2
struggles	11785	3
struggling	8084	1
strung	23509	1
stucco	27443	2
stuck	5881	5
student	3076	16
students	2493	11
studied	3273	2
studies	2913	22
studio	2996	45
studios	4835	3
study	2817	13
stuff	4933	2
stuffed	11812	1
stunned	9860	1
stunning	14726	1
stunt	15412	2
stupidity	28072	1
style	2806	43
styles	6782	6
stylistic	24828	5
stylized	19551	2
sub	4942	7
subdivided	15369	1
subdivision	12572	2
subfamily	10946	1
subgroup	20576	1
subject	3395	13
subjected	13532	2
subjective	20714	5
subjects	5739	9
submarine	6982	8
submarines	12622	12
submerged	13563	5
submission	12339	7
submit	12040	1
submitted	7864	4
subordinate	15144	3
subsequent	4745	14
subsequently	3525	22
subsided	26588	1
subsidiary	7506	2
substance	9415	2
substances	13978	1
substantial	6937	7
substantially	12381	3
substitute	7681	6
substituted	17316	2
substitution	20885	1
substrates	23725	1
subterranean	28811	1
subtle	11259	7
subtropical	11935	11
suburb	7575	2
suburban	9282	6
suburbs	9435	3
succeed	9510	1
succeeded	4594	11
succeeding	13034	2
succeeds	21645	1
success	3112	27
successes	14152	2
successful	3144	34
successfully	5147	14
succession	8338	4
successive	11165	3
successor	6332	16
successors	18530	1
succumbed	25642	1
such	2107	142
sucking	13475	1
sudanese	25603	1
sudden	5573	3
suddenly	3402	8
sued	12923	1
suffer	9015	1
suffered	4265	30
suffering	6114	11
suffers	17567	3
sufficient	7182	7
sufficiently	12949	3
suffrage	15178	1
sugar	5699	1
suggest	6592	7
suggested	4081	17
suggesting	9104	12
suggestion	10293	4
suggestions	15690	1
suggests	6083	13
suicidal	26094	2
suicide	5920	10
suit	4848	5
suitable	7218	11
suite	7621	1
suited	10897	5
sulfate	26754	1
sum	7680	2
summarized	22539	5
summary	12654	1
summer	2621	29
summers	10945	1
summoned	11908	1
sung	7042	1
sunk	10417	10
sunken	23470	1
sunlight	9325	5
sunset	10434	5
sunshine	9609	1
superb	21688	1
superfamily	24169	12
superficial	23105	2
superiority	19113	3
supermarket	17006	1
supernatural	11189	1
superseded	19886	3
superstructure	28391	6
supervision	10429	1
supervisor	12366	3
supplement	12448	3
supplemental	27024	1
supplemented	20585	2
supplied	8127	3
supplies	6067	26
supply	4425	22
supplying	17731	1
support	2490	79
supported	3569	27
supporter	10129	4
supporters	6793	3
supporting	4637	12
suppose	6814	1
supposed	4011	7
supposedly	10743	2
suppressed	13712	2
sure	2469	8
surely	7543	1
surface	3302	28
surfaced	15791	4
surfaces	9972	2
surfing	19967	2
surge	12058	3
surgery	5970	6
surname	11988	1
surprise	4474	4
surprised	4527	3
surprising	11341	2
surprisingly	10889	1
surreal	16524	2
surrender	7806	4
surrendered	10795	5
surround	15161	2
surrounded	5129	5
surrounding	4193	12
surroundings	11301	9
surrounds	20626	1
survey	5002	4
survival	7691	5
survive	5788	7
survived	5175	15
survives	13655	2
surviving	6405	27
survivor	12084	9
survivors	8643	9
susceptible	18002	2
suspected	6878	2
suspend	28324	1
suspended	6731	2
suspense	23873	1
suspension	8636	4
suspicion	10928	1
suspicious	10027	2
suspiciously	21501	1
sustainability	15169	1
sustained	8760	26
swamp	11963	2
swamps	22722	3
swap	19948	2
sway	17812	1
swayed	20122	1
swear	8415	1
swedish	4467	3
sweep	11740	1
sweeping	12720	1
sweet	4086	2
swell	18370	1
swept	7260	6
swift	9170	3
swiftly	12128	1
swim	9880	1
swimming	5742	3
